path,max_daily_liquidations,max_daily_liq_volume,max_oas_bps,min_liquidity,max_drawdown,emergency_days,oracle_stale_gap
421,250.0,2024344.2229786762,500.0,0.05,-0.03251582373796724,0,1
422,250.0,2024344.2229786762,500.0,0.05,-0.026541543655505317,0,1
423,250.0,2024344.2229786762,500.0,0.05,-0.05876748181425295,0,1
424,0.0,0.0,87.09024914670624,0.8072743771332344,-0.026426799977871895,0,0
425,250.0,2024344.2229786762,500.0,0.05,-0.05245107090790391,0,0
426,0.0,0.0,82.71775289621874,0.8182056177594531,-0.04787080611725958,0,0
427,0.0,0.0,116.83245174054582,0.7329188706486354,-0.03470293907738198,0,0
428,250.0,2024344.2229786762,500.0,0.05,-0.057753614142020626,0,1
429,0.0,0.0,110.10200917907824,0.7497449770523044,-0.042311711427394094,0,0
430,0.0,0.0,92.52183519064566,0.7936954120233858,-0.04098052070956748,0,0
431,0.0,0.0,93.8048232462108,0.790487941884473,-0.0831654930959913,0,0
432,0.0,0.0,118.53377279182826,0.7286655680204294,-0.08022989115648926,0,0
433,0.0,0.0,108.95617046721755,0.7526095738319561,-0.06224535399968811,0,0
434,250.0,2024344.2229786762,500.0,0.05,-0.030104593985706085,0,1
435,0.0,0.0,94.1925289424944,0.7895186776437639,-0.04762130472333337,0,0
436,250.0,2024344.2229786762,500.0,0.05,-0.032156253443826,0,1
437,0.0,0.0,93.1938052405726,0.7920154868985685,-0.06903573574671162,0,0
438,250.0,2024344.2229786762,500.0,0.05,-0.1351754268500972,0,0
439,0.0,0.0,94.54946590828895,0.7886263352292776,-0.06601651394976016,0,0
440,250.0,2024344.2229786762,500.0,0.05,-0.06964704245923825,2,0
441,0.0,0.0,94.22552114177823,0.7894361971455544,-0.05371077164460236,0,0
442,0.0,0.0,82.17604483607654,0.8195598879098086,-0.04995202440802293,0,0
443,0.0,0.0,111.84329754548776,0.7453917561362806,-0.060250400095809176,0,0
444,0.0,0.0,94.66649466957094,0.7883337633260726,-0.03134543233165321,0,0
445,0.0,0.0,97.63951601568768,0.7809012099607808,-0.03943948901227101,0,0
446,0.0,0.0,88.17616978836939,0.8045595755290765,-0.04068686720750403,0,0
447,0.0,0.0,92.63875930369802,0.7934031017407549,-0.06558911063682749,0,0
448,250.0,2024344.2229786762,500.0,0.05,-0.0377684938703966,0,1
449,0.0,0.0,83.01635813402937,0.8174591046649266,-0.04314532108645497,0,0
450,250.0,2024344.2229786762,500.0,0.05,-0.02985729045643981,0,1
451,0.0,0.0,97.56163557608333,0.7810959110597917,-0.06003330924791328,0,0
452,0.0,0.0,95.9979335583065,0.7850051661042338,-0.060124871205426866,0,0
453,250.0,2024344.2229786762,500.0,0.05,-0.11662733661945035,0,0
454,250.0,2024344.2229786762,500.0,0.05,-0.03667603755951332,0,1
455,0.0,0.0,70.0,0.85,-0.02931670249105034,0,0
456,0.0,0.0,107.05817714016219,0.7573545571495945,-0.07721415137479248,0,0
457,0.0,0.0,99.05541173983397,0.777361470650415,-0.04225694080247877,0,0
458,0.0,0.0,90.6296220425446,0.7984259448936385,-0.06870424517101148,0,0
459,0.0,0.0,102.36920263030697,0.7690769934242325,-0.045168398450736835,0,0
460,0.0,0.0,90.22065154881308,0.7994483711279673,-0.061832121885275204,0,0
461,250.0,2024344.2229786762,500.0,0.05,-0.044377005211019616,0,1
462,0.0,0.0,88.52223434794652,0.8036944141301336,-0.03406491464746464,0,0
463,0.0,0.0,70.19978585741356,0.8495005353564661,-0.049960155382467564,0,0
464,0.0,0.0,112.86064187887696,0.7428483953028076,-0.06942119819959303,0,0
465,0.0,0.0,87.01803932174319,0.807454901695642,-0.027864421550634844,0,0
466,0.0,0.0,104.16524409100072,0.7645868897724982,-0.024353898808519903,0,0
467,0.0,0.0,108.33620297343019,0.7541594925664246,-0.037252092568840656,0,0
468,250.0,2024344.2229786762,500.0,0.05,-0.0675392256652605,0,1
469,0.0,0.0,96.80706747187455,0.7829823313203136,-0.07811801712116029,0,0
470,0.0,0.0,94.66062513745314,0.7883484371563672,-0.030409458266417055,0,0
471,0.0,0.0,80.03178957633654,0.8249205260591587,-0.04131643551937958,0,0
472,250.0,2024344.2229786762,500.0,0.05,-0.04171559469311226,0,1
473,250.0,2024344.2229786762,500.0,0.05,-0.048100989088240786,0,1
474,0.0,0.0,97.99837991234857,0.7800040502191286,-0.10416511796233052,0,0
475,0.0,0.0,97.28731206506276,0.7817817198373431,-0.11760430528770172,0,0
476,0.0,0.0,90.60397358332686,0.7984900660416828,-0.06998082260807914,0,0
477,0.0,0.0,95.22442632269787,0.7869389341932553,-0.06881147251015374,0,0
478,0.0,0.0,94.95223122154356,0.7876194219461411,-0.09456160497593846,0,0
479,0.0,0.0,97.5319509618062,0.7811701225954845,-0.04877124162977886,0,0
480,0.0,0.0,91.22953908788854,0.7969261522802786,-0.0404740337809123,0,0
481,0.0,0.0,76.21695521702907,0.8344576119574273,-0.04014462259066476,0,0
482,0.0,0.0,93.43783411308745,0.7914054147172813,-0.046464520789582964,0,0
483,0.0,0.0,93.22814438920383,0.7919296390269904,-0.03645897381609453,0,0
484,250.0,2024344.2229786762,500.0,0.05,-0.040840375324903255,0,1
485,0.0,0.0,97.89851931610896,0.7802537017097275,-0.04744857806475644,0,0
486,250.0,2024344.2229786762,500.0,0.05,-0.08523801172375312,0,0
487,0.0,0.0,100.83672206531047,0.7729081948367238,-0.06761365671392539,0,0
